date,state,district,pincode,bio_age_5_17,bio_age_17_
01-04-2025,Kerala,Thrissur,680013,31,27
01-04-2025,Uttar Pradesh,Gorakhpur,273152,399,564
01-04-2025,Assam,Barpeta,781308,1034,273
01-04-2025,Karnataka,Ballari,583126,46,25
01-04-2025,Andhra Pradesh,Kurnool,518101,82,38
01-04-2025,West Bengal,Paschim Medinipur,721126,68,121
01-04-2025,West Bengal,South 24 Parganas,700138,36,65
01-04-2025,Tamil Nadu,Tirunelveli,627601,37,108
01-04-2025,Rajasthan,Sirohi,307019,18,35
01-04-2025,Odisha,Mayurbhanj,757082,87,106
01-04-2025,West Bengal,Hooghly,712601,77,141
01-04-2025,Uttar Pradesh,Gautam Buddha Nagar,201303,71,60
01-04-2025,Tamil Nadu,Tirunelveli,628552,17,29
01-04-2025,Andhra Pradesh,Ananthapuramu,515872,200,12
01-04-2025,Goa,South Goa,403709,64,46
01-04-2025,Tamil Nadu,Viluppuram,605107,16,35
01-04-2025,Karnataka,Dakshina Kannada,574212,56,43
01-04-2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,524305,14,18
01-04-2025,Gujarat,Vadodara,391155,51,140
01-04-2025,Tamil Nadu,The Nilgiris,643206,17,33
01-04-2025,Gujarat,Bharuch,392030,34,46
01-04-2025,Tamil Nadu,Kanyakumari,629157,40,25
01-04-2025,Maharashtra,Solapur,413309,237,465
01-04-2025,Madhya Pradesh,Raisen,464881,894,293
01-04-2025,Uttar Pradesh,Kaushambi,212202,479,126
01-04-2025,Kerala,Kozhikode,673011,20,47
01-04-2025,Bihar,East Champaran,845401,1537,1058
01-04-2025,Kerala,Idukki,685595,43,41
01-04-2025,Andhra Pradesh,Cuddapah,516152,56,15
01-04-2025,Maharashtra,Pune,411058,156,247
01-04-2025,Punjab,Fazilka,152121,145,227
01-04-2025,Tamil Nadu,Vellore,632519,33,43
01-04-2025,Karnataka,Chikkamagaluru,577547,54,22
01-04-2025,Uttar Pradesh,Baghpat,250101,464,283
01-04-2025,Uttarakhand,Dehradun,249201,154,235
01-04-2025,Telangana,Karimnagar,505162,32,209
01-04-2025,Karnataka,Shimoga,577202,31,88
01-04-2025,Maharashtra,Ratnagiri,415712,154,408
01-04-2025,Uttar Pradesh,Sitapur,261405,441,172
01-04-2025,Telangana,Karimnagar,505172,124,168
01-04-2025,Uttar Pradesh,Kanpur Dehat,208001,138,58
01-04-2025,Jharkhand,Purbi Singhbhum,832110,49,275
01-04-2025,Goa,North Goa,403005,61,91
01-04-2025,Assam,Dhubri,783135,141,40
01-04-2025,Kerala,Thrissur,680104,10,27
01-04-2025,Tripura,West Tripura,799004,627,881
01-04-2025,Bihar,Rohtas,802214,134,139
01-04-2025,Tamil Nadu,Pudukkottai,613301,153,346
01-04-2025,West Bengal,Paschim Medinipur,721160,66,107
01-04-2025,Odisha,Sundergarh,770032,88,112
01-04-2025,Odisha,JAJPUR,755028,33,34
01-04-2025,Odisha,Bhadrak,756122,112,68
01-04-2025,Odisha,Kalahandi,766110,106,175
01-04-2025,West Bengal,North 24 Parganas,743289,42,74
01-04-2025,Odisha,Jharsuguda,768215,22,34
01-04-2025,Odisha,Cuttack,754026,21,43
01-04-2025,Telangana,Suryapet,508223,17,21
01-04-2025,Tamil Nadu,Coimbatore,642105,14,13
01-04-2025,Karnataka,Haveri,581104,305,188
01-04-2025,Maharashtra,Yavatmal,445002,167,420
01-04-2025,Madhya Pradesh,Tikamgarh,472101,679,429
01-04-2025,Uttar Pradesh,Saharanpur,247554,973,619
01-04-2025,Tamil Nadu,Krishnagiri,635113,150,169
01-04-2025,Telangana,K.v. Rangareddy,500047,184,158
01-04-2025,Uttar Pradesh,Hamirpur,210422,151,80
01-04-2025,Haryana,Yamuna Nagar,133204,410,555
01-04-2025,Gujarat,Surat,394110,329,327
01-04-2025,Rajasthan,Chittorgarh,323305,10,23
01-04-2025,Kerala,Kollam,691572,41,57
01-04-2025,Odisha,Sundergarh,770036,182,272
01-04-2025,Andhra Pradesh,Prakasam,523303,404,104
01-04-2025,Rajasthan,Bharatpur,321602,244,479
01-04-2025,Tamil Nadu,Thanjavur,614202,20,59
01-04-2025,Telangana,Karimnagar,505473,25,22
01-04-2025,Kerala,Palakkad,679534,127,194
01-04-2025,Karnataka,Tumakuru,572222,28,22
01-04-2025,Rajasthan,Jodhpur,342027,383,847
01-04-2025,Kerala,Palakkad,678501,64,84
01-04-2025,Bihar,Darbhanga,846002,276,223
01-04-2025,West Bengal,Puruliya,723149,64,161
01-04-2025,Karnataka,Belagavi,591107,28,18
01-04-2025,Rajasthan,Dholpur,328027,206,320
01-04-2025,Gujarat,Junagadh,362550,39,136
01-04-2025,Andhra Pradesh,Krishna,521311,58,44
01-04-2025,Himachal Pradesh,Bilaspur,174012,12,25
01-04-2025,Jharkhand,Ranchi,835213,47,43
01-04-2025,Odisha,Baleswar,756060,47,69
01-04-2025,Andhra Pradesh,Anantapur,515164,14,20
01-04-2025,Tamil Nadu,Nagapattinam,614712,23,77
01-04-2025,Lakshadweep,Lakshadweep,682553,70,50
01-04-2025,Gujarat,Jamnagar,361320,30,72
01-04-2025,Assam,Kamrup,781125,90,34
01-04-2025,Tamil Nadu,Nagapattinam,609310,35,28
01-04-2025,Andhra Pradesh,Cuddapah,516001,1204,383
01-04-2025,Rajasthan,Jodhpur,342037,243,405
01-04-2025,Kerala,Pathanamthitta,689503,43,97
01-04-2025,Bihar,Muzaffarpur,843106,213,223
01-04-2025,Maharashtra,Thane,421203,93,213
01-04-2025,Telangana,K.v. Rangareddy,500098,49,65
01-04-2025,Maharashtra,Nagpur,441104,138,397
01-04-2025,Maharashtra,Beed,431143,299,515
01-04-2025,Bihar,Begusarai,851219,65,52
01-04-2025,Madhya Pradesh,Rajgarh,465679,2182,1170
01-04-2025,West Bengal,Puruliya,723133,94,280
01-04-2025,Maharashtra,Bhandara,441924,225,883
01-04-2025,Telangana,Medak,502110,73,52
01-04-2025,Andhra Pradesh,Srikakulam,532402,284,92
01-04-2025,Andhra Pradesh,Nellore,524409,164,68
01-04-2025,Karnataka,Davangere,583213,48,52
01-04-2025,Tamil Nadu,Pudukkottai,622507,69,109
01-04-2025,West Bengal,Kolkata,700009,53,221
01-04-2025,Karnataka,Udupi,576219,89,66
01-04-2025,Punjab,Ludhiana,142031,32,59
01-04-2025,Maharashtra,Nagpur,440004,30,99
01-04-2025,Kerala,Thiruvananthapuram,695574,32,43
01-04-2025,Rajasthan,Pali,306703,66,163
01-04-2025,Maharashtra,Palghar,401201,178,150
01-04-2025,Bihar,Munger,811212,154,178
01-04-2025,Maharashtra,Nashik,423201,125,209
01-04-2025,Jammu and Kashmir,Reasi,182320,18,33
01-04-2025,West Bengal,Uttar Dinajpur,733130,46,92
01-04-2025,Karnataka,Uttara Kannada,581440,26,16
01-04-2025,Bihar,Darbhanga,847405,453,499
01-04-2025,Goa,North Goa,403527,30,44
01-04-2025,Rajasthan,Ganganagar,335802,13,20
01-04-2025,Assam,Kamrup,781127,569,87
01-04-2025,Odisha,Khorda,752057,76,90
01-04-2025,Maharashtra,Ratnagiri,415708,25,57
01-04-2025,Tripura,Gomati,799104,201,28
01-04-2025,West Bengal,Jalpaiguri,736122,22,68
01-04-2025,Odisha,Bhadrak,756046,10,21
01-04-2025,Kerala,Kannur,670002,18,38
01-04-2025,Bihar,Gopalganj,841437,492,330
01-04-2025,Madhya Pradesh,Damoh,470661,3003,1310
01-04-2025,Karnataka,Bengaluru,560001,90,100
01-04-2025,Tamil Nadu,Tiruvannamalai,606708,313,210
01-04-2025,Kerala,Kozhikode,673574,112,97
01-04-2025,Andhra Pradesh,Visakhapatnam,530040,808,327
01-04-2025,Odisha,Bhadrak,756101,171,158
01-04-2025,Maharashtra,Mumbai,400089,89,234
01-04-2025,Uttar Pradesh,Bara Banki,225304,534,204
01-04-2025,Jharkhand,Dhanbad,828125,183,235
01-04-2025,Maharashtra,Sangli,416436,115,132
01-04-2025,Assam,Kamrup,781136,1106,221
01-04-2025,Odisha,Puri,752011,359,395
01-04-2025,Gujarat,Anand,388160,128,116
01-04-2025,Tamil Nadu,Namakkal,637206,19,29
01-04-2025,Odisha,Khorda,751013,88,101
01-04-2025,Karnataka,Yadgir,585319,111,131
01-04-2025,Andhra Pradesh,Visakhapatnam,531022,192,53
01-04-2025,Maharashtra,Parbhani,431402,366,839
01-04-2025,Uttar Pradesh,Maharajganj,273301,272,302
01-04-2025,Haryana,Karnal,132036,151,327
01-04-2025,Bihar,West Champaran,845307,829,718
01-04-2025,Andhra Pradesh,Prakasam,523327,966,225
01-04-2025,Andhra Pradesh,Karimnagar,505122,18,66
01-04-2025,Tamil Nadu,Erode,638101,90,94
01-04-2025,Uttar Pradesh,Hamirpur,210428,187,67
01-04-2025,Uttarakhand,Pauri Garhwal,249301,50,63
01-04-2025,West Bengal,Bankura,722122,158,201
01-04-2025,Uttarakhand,Nainital,263134,37,43
01-04-2025,Gujarat,Jamnagar,361010,42,76
01-04-2025,Karnataka,Chikkamagaluru,577144,67,41
01-04-2025,West Bengal,Bankura,722148,99,88
01-04-2025,Karnataka,Vijayanagara,583222,21,31
01-04-2025,West Bengal,Purba Medinipur,721607,12,16
01-04-2025,Karnataka,Mysore,571604,27,106
01-04-2025,Uttar Pradesh,Mirzapur,231312,416,167
01-04-2025,Jharkhand,Chatra,825401,1548,1657
01-04-2025,Karnataka,Bangalore Rural,560067,120,91
01-04-2025,Tamil Nadu,Thoothukkudi,628002,883,562
01-04-2025,Punjab,Kapurthala,144819,33,76
01-04-2025,Bihar,Muzaffarpur,843119,946,756
01-04-2025,Gujarat,Surat,395002,399,562
01-04-2025,Uttar Pradesh,Azamgarh,276404,619,292
01-04-2025,Jammu and Kashmir,Baramula,193402,148,259
01-04-2025,Madhya Pradesh,Rewa,486115,822,303
01-04-2025,Maharashtra,Ahmadnagar,422610,122,320
01-04-2025,Gujarat,Gandhinagar,382845,342,447
01-04-2025,Karnataka,Dakshina Kannada,574265,23,35
01-04-2025,Haryana,Panchkula,134102,487,450
01-04-2025,Chhattisgarh,Koriya,497451,21,32
01-04-2025,Karnataka,Mysuru,571105,158,83
01-04-2025,Telangana,Nizamabad,503114,85,80
01-04-2025,Haryana,Bhiwani,127111,175,289
01-04-2025,Kerala,Alappuzha,688005,56,95
01-04-2025,West Bengal,North 24 Parganas,700109,15,97
01-04-2025,Andhra Pradesh,Guntur,522310,50,17
01-04-2025,West Bengal,Barddhaman,713203,71,123
01-04-2025,Chhattisgarh,Uttar Bastar Kanker,494635,10,59
01-04-2025,Karnataka,Ballari,583116,58,44
01-04-2025,Tamil Nadu,Perambalur,621109,76,132
01-04-2025,Madhya Pradesh,Dewas,455111,54,48
01-04-2025,Maharashtra,Pune,411022,15,15
01-04-2025,Tamil Nadu,Tirunelveli,627114,17,115
01-04-2025,Assam,Karimganj,788726,57,20
01-04-2025,Assam,Dibrugarh,786010,185,176
01-04-2025,Assam,Hailakandi,788802,22,12
01-04-2025,Assam,Golaghat,785699,19,17
01-04-2025,Telangana,Hyderabad,500040,132,132
01-04-2025,Andhra Pradesh,Nellore,524123,232,53
01-04-2025,Tamil Nadu,Viluppuram,605752,14,104
01-04-2025,Andhra Pradesh,Ananthapur,515561,134,18
01-04-2025,Telangana,Warangal,506381,40,21
01-04-2025,Bihar,Banka,813118,111,124
01-04-2025,Andhra Pradesh,East Godavari,533308,500,156
01-04-2025,Andhra Pradesh,Cuddapah,516431,90,15
01-04-2025,Karnataka,Bengaluru,560094,183,178
01-04-2025,Andhra Pradesh,Krishna,521229,325,126
01-04-2025,Karnataka,Tumkur,572137,134,236
01-04-2025,West Bengal,Dakshin Dinajpur,733128,47,58
01-04-2025,Tamil Nadu,Viluppuram,606204,12,35
01-04-2025,Uttar Pradesh,Gorakhpur,273404,250,327
01-04-2025,Andhra Pradesh,Krishna,521333,441,77
01-04-2025,Uttar Pradesh,Sitapur,261202,1159,339
01-04-2025,Chhattisgarh,Bastar,494223,89,569
01-04-2025,Uttar Pradesh,Allahabad,212401,243,105
01-04-2025,Odisha,Bhadrak,756164,171,220
01-04-2025,Karnataka,Mysore,570028,20,24
01-04-2025,Karnataka,Mysuru,571116,11,12
01-04-2025,Odisha,Nayagarh,752069,52,76
01-04-2025,Karnataka,Raichur,584113,99,195
01-04-2025,Andhra Pradesh,East Godavari,533251,146,63
01-04-2025,Kerala,Idukki,685590,14,21
01-04-2025,Gujarat,Rajkot,360007,391,423
01-04-2025,Tamil Nadu,Tiruvallur,631203,182,342
01-04-2025,Tamil Nadu,Theni,625556,44,62
01-04-2025,Kerala,Ernakulam,683565,55,74
01-04-2025,Tamil Nadu,Tiruvallur,602002,141,145
01-04-2025,Andhra Pradesh,Adilabad,504206,11,42
01-04-2025,Kerala,Kottayam,686520,23,23
01-04-2025,Odisha,Jajapur,755025,76,96
01-04-2025,Jharkhand,Dumka,814166,138,76
01-04-2025,Andaman and Nicobar Islands,North And Middle Andaman,744204,109,77
01-04-2025,Tamil Nadu,Villupuram,604203,61,17
01-04-2025,Maharashtra,Mumbai Suburban,400043,891,652
01-04-2025,Madhya Pradesh,Rajgarh,465667,480,459
01-04-2025,Madhya Pradesh,Rajgarh,465674,1358,1125
01-04-2025,Uttar Pradesh,Allahabad,221505,1398,295
01-04-2025,Himachal Pradesh,Mandi,175018,30,85
01-04-2025,Madhya Pradesh,Burhanpur,450445,541,567
01-04-2025,Maharashtra,Amravati,444809,58,216
01-04-2025,Andhra Pradesh,Hyderabad,500004,34,188
01-04-2025,Odisha,Bargarh,768036,257,398
01-04-2025,Uttar Pradesh,Gonda,271302,525,293
01-04-2025,Gujarat,Surat,395007,461,721
01-04-2025,Maharashtra,Satara,415537,56,83
01-04-2025,Karnataka,Belagavi,591122,92,33
01-04-2025,Punjab,Jalandhar,144001,352,743
01-04-2025,Uttar Pradesh,Ghazipur,275204,317,286
01-04-2025,Madhya Pradesh,Gwalior,474010,413,337
01-04-2025,Kerala,Thrissur,680661,17,17
01-04-2025,Tamil Nadu,Vellore,635813,134,62
01-04-2025,Tripura,Dhalai,799286,373,156
01-04-2025,Maharashtra,Amravati,444813,86,236
01-04-2025,Uttar Pradesh,Kheri,261506,435,290
01-04-2025,Maharashtra,Nashik,423102,257,356
01-04-2025,Rajasthan,Alwar,301701,199,337
01-04-2025,Kerala,Kozhikode,673632,49,55
01-04-2025,Ladakh,Leh,194401,17,40
01-04-2025,Himachal Pradesh,Mandi,171303,17,15
01-04-2025,Maharashtra,Palghar,401603,295,390
01-04-2025,Telangana,Karimnagar,505451,84,50
01-04-2025,Chhattisgarh,Janjgir-champa,495446,34,203
01-04-2025,Maharashtra,Beed,413207,69,188
01-04-2025,Telangana,Nizamabad,503201,51,44
01-04-2025,Himachal Pradesh,Una,174319,23,22
01-04-2025,Orissa,Khordha,751003,27,177
01-04-2025,Telangana,Karimnagar,505174,46,72
01-04-2025,Gujarat,Arvalli,383260,25,24
01-04-2025,Assam,Tinsukia,786182,55,75
01-04-2025,Meghalaya,East Khasi Hills,793021,71,90
01-04-2025,Tamil Nadu,Kancheepuram,603106,32,52
01-04-2025,Himachal Pradesh,Hamirpur,177027,13,18
01-04-2025,Chhattisgarh,Jashpur,496113,11,98
01-04-2025,Assam,Kamrup Metro,781001,86,46
01-04-2025,Gujarat,Gandhinagar,382715,10,16
01-04-2025,Uttar Pradesh,Amroha,244221,2269,699
01-04-2025,Maharashtra,Latur,413527,272,1509
01-04-2025,Maharashtra,Bhandara,441910,191,879
01-04-2025,Karnataka,Bengaluru,560005,137,124
01-04-2025,Uttar Pradesh,Agra,283102,409,193
01-04-2025,Maharashtra,Aurangabad,431112,541,955
01-04-2025,Kerala,Malappuram,673645,166,226
01-04-2025,Andhra Pradesh,Anantapur,515402,55,81
01-04-2025,Maharashtra,Yavatmal,445101,111,398
01-04-2025,Gujarat,Mahesana,384210,151,150
01-04-2025,Madhya Pradesh,Khandwa,451115,218,83
01-04-2025,Andhra Pradesh,Srikakulam,532242,281,161
01-04-2025,Gujarat,Ahmedabad,382150,469,447
01-04-2025,Tamil Nadu,The Nilgiris,643225,26,42
01-04-2025,Punjab,Mansa,148109,71,142
01-04-2025,Gujarat,Ahmedabad,380026,626,1004
01-04-2025,Rajasthan,Banswara,327022,133,262
01-04-2025,West Bengal,Hooghly,712512,101,96
01-04-2025,Gujarat,Banaskantha,385566,261,327
01-04-2025,Bihar,Buxar,802102,154,111
01-04-2025,Karnataka,Belagavi,590008,34,23
01-04-2025,Kerala,Malappuram,679576,148,208
01-04-2025,West Bengal,Barddhaman,713207,10,25
01-04-2025,Himachal Pradesh,Solan,173213,24,55
01-04-2025,Tamil Nadu,Ramanathapuram,623517,417,368
01-04-2025,Maharashtra,Chandrapur,441222,135,398
01-04-2025,Andhra Pradesh,Krishna,521328,152,51
01-04-2025,Andhra Pradesh,Karimnagar,505468,14,32
01-04-2025,Karnataka,Ballari,583201,170,65
01-04-2025,Andhra Pradesh,Cuddapah,516505,117,43
01-04-2025,West Bengal,South 24 Parganas,743371,224,77
01-04-2025,Uttar Pradesh,Deoria,274603,282,199
01-04-2025,Madhya Pradesh,Agar Malwa,465449,111,171
01-04-2025,Karnataka,Bangalore,560095,17,60
01-04-2025,Gujarat,Devbhumi Dwarka,361320,122,40
01-04-2025,West Bengal,South 24 Parganas,700084,81,160
01-04-2025,Telangana,Nizamabad,503123,38,26
01-04-2025,Kerala,Alappuzha,689624,14,32
01-04-2025,Uttarakhand,Pithoragarh,262502,19,31
01-04-2025,Haryana,Bhiwani,127035,83,217
01-04-2025,Assam,Lakhimpur,787051,100,51
01-04-2025,Tamil Nadu,Nagapattinam,609805,18,33
01-04-2025,Tamil Nadu,Kallakurichi,606207,11,19
01-04-2025,Tripura,South Tripura,799120,19,39
01-04-2025,Chhattisgarh,Uttar Bastar Kanker,494771,12,168
01-04-2025,Telangana,Nagarkurnool,509201,23,25
01-04-2025,West Bengal,Purba Bardhaman,713125,20,45
01-04-2025,Assam,Karimganj,788736,28,18
01-04-2025,Assam,Cachar,788107,218,46
01-04-2025,West Bengal,North 24 Parganas,743425,263,310
01-04-2025,Karnataka,Uttara Kannada,581332,23,11
01-04-2025,Haryana,Gurgaon,122105,10,19
01-04-2025,Telangana,Medchal-malkajgiri,501301,37,131
01-04-2025,Karnataka,Koppal,583231,251,186
01-04-2025,Uttar Pradesh,Kanpur Nagar,208016,91,87
01-04-2025,Uttar Pradesh,Sambhal,202412,845,197
01-04-2025,Karnataka,Bangalore,560008,61,212
01-04-2025,Andhra Pradesh,Khammam,507303,34,93
01-04-2025,Andhra Pradesh,Srikakulam,532148,507,84
01-04-2025,Bihar,Samastipur,848127,610,331
01-04-2025,Rajasthan,Hanumangarh,335526,258,480
01-04-2025,Delhi,North East Delhi,110032,2010,946
01-04-2025,Karnataka,Bagalkot,587122,162,136
01-04-2025,Karnataka,Belgaum,591106,23,55
01-04-2025,Delhi,South West Delhi,110064,411,516
01-04-2025,Rajasthan,Bharatpur,321615,47,88
01-04-2025,Delhi,South West Delhi,110028,577,431
01-04-2025,Odisha,Sundergarh,769015,64,89
01-04-2025,Rajasthan,Ganganagar,335038,68,214
01-04-2025,Gujarat,Valsad,396230,69,100
01-04-2025,Karnataka,Belgaum,591312,58,129
01-04-2025,Karnataka,Belagavi,591117,77,56
01-04-2025,Rajasthan,Udaipur,313031,308,582
01-04-2025,Tamil Nadu,Coimbatore,641014,68,126
01-04-2025,Andhra Pradesh,Ananthapur,515672,293,67
01-04-2025,Madhya Pradesh,Mandla,481668,346,218
01-04-2025,Andhra Pradesh,Srikakulam,535125,129,20
01-04-2025,Haryana,Karnal,132040,166,322
01-04-2025,Kerala,Thiruvananthapuram,695019,26,32
01-04-2025,Andhra Pradesh,Cuddapah,516439,80,19
01-04-2025,Chhattisgarh,Janjgir-champa,495559,118,610
01-04-2025,Maharashtra,Solapur,413226,64,125
01-04-2025,Maharashtra,Thane,421603,12,23
01-04-2025,Gujarat,Banaskantha,385310,376,583
01-04-2025,Gujarat,Banaskantha,385550,254,360
01-04-2025,Maharashtra,Chandrapur,441215,118,301
01-04-2025,Kerala,Thrissur,680687,41,43
01-04-2025,Chhattisgarh,Gaurela-pendra-marwahi,495117,17,104
01-04-2025,Uttar Pradesh,Bijnor,246723,147,41
01-04-2025,Jharkhand,East Singhbhum,831005,421,391
01-04-2025,Gujarat,Botad,382255,48,73
01-04-2025,Karnataka,Belgaum,590005,60,103
01-04-2025,West Bengal,Howrah,711102,90,153
01-04-2025,Karnataka,Belagavi,591254,21,25
01-04-2025,Odisha,Sundergarh,769001,136,186
01-04-2025,Karnataka,Bengaluru,560109,37,35
01-04-2025,Andhra Pradesh,East Godavari,533436,332,156
01-04-2025,Tamil Nadu,Ramanathapuram,623712,35,40
01-04-2025,Odisha,Kendujhar,758081,72,86
01-04-2025,Odisha,Sundergarh,769012,92,119
01-04-2025,Karnataka,Bengaluru,560095,33,51
01-04-2025,West Bengal,North 24 Parganas,700055,39,119
01-04-2025,Karnataka,Chickmagalur,577134,18,46
01-04-2025,Himachal Pradesh,Kangra,176211,19,37
01-04-2025,Odisha,Khorda,751014,27,59
01-04-2025,Assam,Kamrup Metro,781008,42,31
01-04-2025,Odisha,Rayagada,764062,26,10
01-04-2025,West Bengal,Cooch Behar,736169,44,71
01-04-2025,Tamil Nadu,Pudukkottai,622404,35,35
01-04-2025,Punjab,Shaheed Bhagat Singh Nagar,144532,10,21
01-04-2025,Uttar Pradesh,Bhadohi,221314,20,11
01-04-2025,Himachal Pradesh,Kinnaur,172105,16,19
01-04-2025,West Bengal,Hooghly,712415,98,120
01-04-2025,Himachal Pradesh,Solan,173215,26,124
01-04-2025,Uttarakhand,Haridwar,247662,106,136
01-04-2025,Karnataka,Shivamogga,577447,31,15
01-04-2025,Andhra Pradesh,Alluri Sitharama Raju,531087,76,21
01-04-2025,Assam,Tinsukia,786156,91,23
01-04-2025,Meghalaya,North Garo Hills,794112,66,15
01-04-2025,Assam,Cachar,788102,23,21
01-04-2025,Gujarat,Kachchh,370665,102,67
01-04-2025,Karnataka,Bidar,585437,141,209
01-04-2025,Andhra Pradesh,Kurnool,518395,995,130
01-04-2025,Madhya Pradesh,Khandwa,450661,527,249
01-04-2025,Punjab,Hoshiarpur,144211,210,554
01-04-2025,Uttarakhand,Haridwar,249408,253,264
01-04-2025,West Bengal,Paschim Medinipur,721101,66,81
01-04-2025,Karnataka,Yadgir,585223,237,218
01-04-2025,Uttar Pradesh,Deoria,274702,875,578
01-04-2025,Uttar Pradesh,Aligarh,202128,355,53
01-04-2025,Rajasthan,Ajmer,305623,334,319
01-04-2025,Bihar,Katihar,855102,1754,1189
01-04-2025,Orissa,Puri,752014,25,90
01-04-2025,Andhra Pradesh,Kakinada,533440,27,16
01-04-2025,Karnataka,Yadgir,585237,108,121
01-04-2025,Kerala,Malappuram,676319,54,177
01-04-2025,West Bengal,Paschim Medinipur,721161,26,29
01-04-2025,Gujarat,Arvalli,383320,25,30
01-04-2025,Karnataka,Yadgir,585355,76,124
01-04-2025,Jammu and Kashmir,Srinagar,190011,147,520
01-04-2025,Punjab,Ludhiana,141013,234,322
01-04-2025,Kerala,Alappuzha,689505,20,46
01-04-2025,Tamil Nadu,Tiruchirappalli,621006,55,116
01-04-2025,Maharashtra,Raigad,410221,10,36
01-04-2025,Telangana,K.v. Rangareddy,501502,63,191
01-04-2025,Karnataka,Dakshina Kannada,574221,65,30
01-04-2025,Andhra Pradesh,West Godavari,534218,186,48
01-04-2025,Maharashtra,Solapur,413409,58,92
01-04-2025,Rajasthan,Bikaner,331801,43,76
01-04-2025,Telangana,Hyderabad,500091,24,14
01-04-2025,Bihar,Bhojpur,802112,234,146
01-04-2025,Haryana,Panchkula,134107,89,71
01-04-2025,Gujarat,Anand,388170,99,124
01-04-2025,Tamil Nadu,Kancheepuram,603305,146,57
01-04-2025,Gujarat,Kachchh,370445,121,80
01-04-2025,Uttar Pradesh,Azamgarh,276401,12,13
01-04-2025,Tamil Nadu,Erode,638313,27,56
01-04-2025,Tamil Nadu,Tirupattur,635802,111,75
01-04-2025,West Bengal,Puruliya,723157,14,29
01-04-2025,Assam,Barpeta,781315,1094,151
01-04-2025,Gujarat,Bharuch,392160,25,39
01-04-2025,Uttar Pradesh,Bulandshahr,203403,10,16
01-04-2025,Tamil Nadu,Ramanathapuram,623409,73,175
01-04-2025,Rajasthan,Bharatpur,321022,288,360
01-04-2025,Madhya Pradesh,Seoni,480667,739,358
01-04-2025,Maharashtra,Osmanabad,413507,403,1092
01-04-2025,Maharashtra,Nagpur,440035,350,694
01-04-2025,Haryana,Ambala,134201,106,102
01-04-2025,Maharashtra,Ahmadnagar,414101,54,126
01-04-2025,Karnataka,Uttara Kannada,581353,17,14
01-04-2025,Karnataka,Mandya,571435,38,40
01-04-2025,Uttar Pradesh,Chandauli,221008,266,85
01-04-2025,Uttar Pradesh,Amroha,244102,302,67
01-04-2025,Andhra Pradesh,Cuddapah,516503,287,67
01-04-2025,Andhra Pradesh,Hyderabad,500042,18,46
01-04-2025,Haryana,Rewari,123303,94,132
01-04-2025,Andhra Pradesh,Ananthapur,515767,221,19
01-04-2025,Andhra Pradesh,Cuddapah,516359,211,46
01-04-2025,Maharashtra,Thane,421103,30,92
01-04-2025,Manipur,Senapati,795118,65,110
01-04-2025,Himachal Pradesh,Kullu,175102,71,43
01-04-2025,Jharkhand,East Singhbhum,832102,378,430
01-04-2025,Mizoram,Champhai,796290,200,56
01-04-2025,Maharashtra,Raigarh,402112,43,78
01-04-2025,Karnataka,Dakshina Kannada,575016,18,32
01-04-2025,Rajasthan,Ajmer,305415,39,131
01-04-2025,Odisha,Anugul,759128,13,35
01-04-2025,Bihar,Nalanda,801307,151,175
01-04-2025,Tamil Nadu,Cuddalore,608701,137,108
01-04-2025,Karnataka,Bellary,583128,43,46
01-04-2025,Karnataka,Tumkur,572114,16,45
01-04-2025,Tamil Nadu,Sivaganga,630610,75,128
01-04-2025,Odisha,JAJPUR,755049,25,67
01-04-2025,Tamil Nadu,Ramanathapuram,623404,11,24
01-04-2025,Tamil Nadu,Tiruvallur,600120,76,97
01-04-2025,Karnataka,Vijayapura,586101,286,99
01-04-2025,Kerala,Palakkad,678006,108,132
01-04-2025,Uttar Pradesh,Unnao,209801,2651,1426
01-04-2025,Rajasthan,Jalor,307030,140,266
01-04-2025,Kerala,Kannur,670592,124,117
01-04-2025,Gujarat,Bhavnagar,364270,255,375
01-04-2025,Uttar Pradesh,Kheri,262723,886,213
01-04-2025,Maharashtra,Thane,400608,56,91
01-04-2025,Karnataka,Kolar,563138,88,83
01-04-2025,Odisha,Bargarh,768039,144,250
01-04-2025,Haryana,Jind,126115,385,709
01-04-2025,Uttar Pradesh,Unnao,209831,524,232
01-04-2025,Madhya Pradesh,Bhind,477333,102,50
01-04-2025,Odisha,Cuttack,754207,217,323
01-04-2025,Kerala,Alappuzha,688506,34,35
01-04-2025,Uttar Pradesh,Balrampur,271607,408,229
01-04-2025,Andhra Pradesh,Vizianagaram,535573,212,62
01-04-2025,West Bengal,Hooghly,712707,31,57
01-04-2025,Haryana,Jhajjar,124102,56,146
01-04-2025,Karnataka,Bijapur,586118,29,54
01-04-2025,Himachal Pradesh,Shimla,171001,42,63
01-04-2025,Maharashtra,Thane,401303,45,257
01-04-2025,Maharashtra,Nanded,431750,27,57
01-04-2025,Rajasthan,Pali,306705,82,206
01-04-2025,Karnataka,Hassan,573164,24,10
01-04-2025,Karnataka,Belgaum,591153,14,28
01-04-2025,Nagaland,Mokokchung,798604,35,214
01-04-2025,Bihar,Nalanda,805130,41,37
01-04-2025,Assam,Marigaon,782123,196,26
01-04-2025,Ladakh,Kargil,194109,37,47
01-04-2025,Gujarat,Bharuch,393017,12,12
